Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
53,30982,4,2,132,278,33,33,33.0,0.0,139,139,139.0,0.0,13233.49,193.66084,6196.4,13505.48,30351,3,30357,10119.0,17521.426,30351,3,4,4.0,0.0,4,4,0,0,80,40,129.10722,64.55361,33,139,63.285713,51.722702,2675.238,0,0,0,0,0,0,0,0,0,73.833336,33.0,139.0,4,132,2,278,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5610474,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.71295226,1870158.0,3238593.0,5609763,139,5610474,2805237.0,3966198.8,5609763,711,0,0.0,0.0,0,0,0,0,104,40,0.53471416,0.17823806,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
21,9847016,9,15,108,188,22,0,12.0,9.643651,34,0,12.533334,14.54975,30.059868,2.4372866,428131.12,1108173.5,3304574,3,6499422,812427.75,1492057.2,3270197,234,9846895,703349.6,1367403.1,3304574,3,0,0,296,488,0.91398245,1.5233041,0,34,11.84,12.674383,160.64,0,0,0,1,0,0,0,0,1,12.333333,12.0,12.533334,9,108,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
8080,74319,4,3,207,134,195,0,51.75,95.54188,128,0,44.666668,72.23111,4588.3286,94.18857,12386.5,29430.125,72458,56,74319,24773.0,42345.168,73668,56,73061,36530.5,50809.156,72458,603,0,0,92,72,53.822037,40.366528,0,195,42.625,75.57577,5711.6963,0,0,0,1,0,0,0,0,0,48.714287,51.75,44.666668,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0
1010,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.55,36363.637,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,18181.818,18181.818,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,18706,3,5,26,11607,20,0,8.666667,10.263203,7215,0,2321.4,3327.7698,621886.0,427.67026,2672.2856,6516.7583,17443,3,931,465.5,396.6869,746,185,18626,4656.5,8536.047,17443,3,0,0,72,112,160.37634,267.2939,0,7215,1292.5555,2650.5857,7025604.5,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
50449,260811,5,4,3,0,2,0,0.6,0.8944272,0,0,0.0,0.0,11.502583,34.507748,32601.375,42943.62,88320,37,260811,65202.75,38432.93,88370,8030,183474,61158.0,46003.47,88361,8043,0,0,100,104,19.17097,15.336777,0,2,0.3,0.6749486,0.45555556,0,0,0,0,1,0,0,0,0,0.33333334,0.6,0.0,5,3,4,0,140,434,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,30964,4,4,128,192,32,32,32.0,0.0,48,48,48.0,0.0,10334.582,258.36456,4423.4287,11605.914,30743,1,30749,10249.667,17747.748,30743,3,98,32.666668,27.428696,49,1,0,0,80,80,129.18228,129.18228,32,48,39.11111,8.43274,71.111115,0,0,0,0,0,0,0,0,1,44.0,32.0,48.0,4,128,4,192,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
443,32307,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,92.85913,16153.5,17659.992,28641,3666,0,0.0,0.0,0,0,3666,3666.0,0.0,3666,3666,0,0,32,64,30.953045,61.90609,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,1,0,2,0,461,96,0,32,0.0,0.0,0,0,0.0,0.0,0,0
21,207,2,1,14,0,14,0,7.0,9.899495,0,0,0.0,0.0,67632.85,14492.754,103.5,37.476658,130,77,207,207.0,0.0,207,207,0,0.0,0.0,0,0,1,0,64,20,9661.836,4830.918,0,14,7.0,8.082904,65.333336,0,1,0,0,1,0,0,0,0,9.333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,254,2,2,100,342,50,50,50.0,0.0,171,171,171.0,0.0,1740157.5,15748.031,84.666664,103.96794,202,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,64,64,7874.0156,7874.0156,50,171,98.4,66.27443,4392.3,0,0,0,0,0,0,0,0,1,123.0,50.0,171.0,2,100,2,342,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,230977,4,2,164,138,41,41,41.0,0.0,69,69,69.0,0.0,1307.4895,25.976612,46195.4,85095.21,195987,1,34987,11662.333,20198.021,34985,1,3,3.0,0.0,3,3,0,0,80,40,17.317741,8.658871,41,69,49.0,13.662601,186.66667,0,0,0,0,0,0,0,0,0,57.166668,41.0,69.0,4,164,2,138,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
51978,135,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,88888.89,14814.814,135.0,0.0,135,135,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,7407.407,7407.407,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,1,6,1,6,11256,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,30221,1,1,50,105,50,50,50.0,0.0,105,105,105.0,0.0,5128.884,66.179146,30221.0,0.0,30221,30221,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,33.089573,33.089573,50,105,68.333336,31.754265,1008.3333,0,0,0,0,0,0,0,0,1,102.5,50.0,105.0,1,50,1,105,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5574,3,6,376,11595,376,0,125.333336,217.0837,5792,0,1932.5,2181.0083,2147649.8,1614.6394,696.75,1648.9984,4772,1,4982,2491.0,3227.2354,4773,209,5573,1114.6,2199.353,5046,44,0,0,104,200,538.21313,1076.4263,0,5792,1197.1,1885.6832,3555801.5,0,0,0,1,0,0,0,0,2,1330.1111,125.333336,1932.5,3,376,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,118089623,21,25,1021,21965,323,0,48.61905,82.391426,1430,0,878.6,669.8885,194.64877,0.38953465,2624213.8,12300000.0,58900000,3,118000000,5904481.0,18100000.0,58900000,51,118000000,4916820.0,16600000.0,59000000,3,0,0,432,512,0.17783104,0.21170361,0,1430,489.06384,642.8917,413309.75,0,0,0,1,0,0,0,0,1,499.69565,48.61905,878.6,21,1021,25,21965,8192,360,20,20,145998.0,71994.78,196906,95090,58900000.0,72785.33,58900000,58800000
57617,684,3,1,50,6,38,6,16.666666,18.475208,6,6,6.0,0.0,81871.34,5847.953,228.0,327.15286,603,1,684,342.0,482.24683,683,1,0,0.0,0.0,0,0,0,0,60,20,4385.965,1461.9883,6,38,12.4,14.310835,204.8,0,0,0,0,1,0,0,0,0,15.5,16.666666,6.0,3,50,1,6,351,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,181,2,2,88,202,44,44,44.0,0.0,101,101,101.0,0.0,1602210.0,22099.447,60.333332,65.37839,131,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,40,40,11049.724,11049.724,44,101,66.8,31.220186,974.7,0,0,0,0,0,0,0,0,1,83.5,44.0,101.0,2,88,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,30693,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4170.332,65.16144,30693.0,0.0,30693,30693,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,20,32.58072,32.58072,56,72,61.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,1,56,1,72,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,20719,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,579.1785,96.529755,20719.0,0.0,20719,20719,20719,20719.0,0.0,20719,20719,0,0.0,0.0,0,0,0,0,40,0,96.529755,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,265342,22,34,887,52779,405,0,40.31818,101.86984,2896,0,1552.3235,856.9232,202252.19,211.04839,4824.4,12696.367,65274,0,265342,12635.333,18529.564,65274,0,173276,5250.788,15530.688,79737,49,0,0,716,1096,82.911865,128.13652,0,2896,941.5088,999.01056,998022.1,0,0,0,1,0,0,0,0,1,958.3214,40.31818,1552.3235,22,887,34,52779,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0
49157,105,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,152380.95,38095.24,35.0,29.715317,56,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,48,40,19047.62,19047.62,2,6,3.6,2.1908903,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0
80,5434014,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.73610413,1811338.0,3124258.8,5418911,61,5434014,2717007.0,3821069.2,5418911,15103,0,0.0,0.0,0,0,0,0,72,32,0.55207807,0.18402603,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,3,0,1,0,8192,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0
57186,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0,0,0,361,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,164,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1195122.0,24390.244,54.666668,54.151024,111,3,3,3.0,0.0,3,3,50,50.0,0.0,50,50,0,0,40,40,12195.122,12195.122,41,57,47.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,5761200,6,4,599,152,517,0,99.833336,205.45113,152,0,38.0,76.0,130.35478,1.7357495,640133.3,1878035.9,5647906,3,5761200,1152240.0,2548869.2,5711743,3,89180,29726.666,32248.809,64282,431,0,0,132,92,1.0414497,0.6942998,0,517,68.27273,155.7826,24268.219,0,0,0,1,0,0,0,0,0,75.1,99.833336,38.0,6,599,4,152,8192,946,3,20,113291.0,0.0,113291,113291,5647906.0,0.0,5647906,5647906
35295,3,2,0,600,0,300,300,300.0,0.0,0,0,0.0,0.0,200000000.0,666666.7,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,40,0,666666.7,0.0,300,300,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0,450.0,300.0,0.0,2,600,0,0,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5804295,3,1,12,0,6,0,4.0,3.4641016,0,0,0.0,0.0,2.0674345,0.68914485,1934765.0,3318942.5,5767090,71,5804295,2902147.5,4051640.5,5767090,37205,0,0.0,0.0,0,0,0,0,72,32,0.51685864,0.17228621,0,6,2.4,3.2863352,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0
144,10,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,800000.0,200000.0,10.0,0.0,10,10,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,100000.0,100000.0,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,5344151,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.74848187,1781383.6,3084718.8,5343310,156,5344151,2672075.5,3777696.0,5343310,841,0,0.0,0.0,0,0,0,0,104,40,0.5613614,0.18712047,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,59612,1,1,41,131,41,41,41.0,0.0,131,131,131.0,0.0,2885.3252,33.550293,59612.0,0.0,59612,59612,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,16.775146,16.775146,41,131,71.0,51.961525,2700.0,0,0,0,0,0,0,0,0,1,106.5,41.0,131.0,1,41,1,131,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
53,24006,2,2,56,218,28,28,28.0,0.0,109,109,109.0,0.0,11413.813,166.62502,8002.0,13856.406,24002,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,64,64,83.31251,83.31251,28,109,60.4,44.36553,1968.3,0,0,0,0,0,0,0,0,1,75.5,28.0,109.0,2,56,2,218,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,79863,6,6,1642,3369,987,0,273.66666,402.0063,1460,0,561.5,642.2279,62744.95,150.25731,7260.273,10765.552,24111,82,55430,11086.0,12749.143,25574,388,55768,11153.6,14293.738,28796,245,0,0,132,132,75.128654,75.128654,0,1460,385.46155,522.79974,273319.6,0,0,0,1,0,0,0,0,1,417.58334,273.66666,561.5,6,1642,6,3369,8192,63,5,20,0.0,0.0,0,0,0.0,0.0,0,0
53,145,2,2,88,210,44,44,44.0,0.0,105,105,105.0,0.0,2055172.4,27586.207,48.333332,77.65522,138,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,40,40,13793.104,13793.104,44,105,68.4,33.411076,1116.3,0,0,0,0,0,0,0,0,1,85.5,44.0,105.0,2,88,2,210,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,99157469,9,7,354,11595,354,0,39.333332,118.0,7240,0,1656.4286,2565.8508,120.505295,0.1613595,6610498.0,25600000.0,99000000,3,99000000,12400000.0,35000000.0,99000000,3,134625,22437.5,49523.895,123136,48,0,0,296,232,0.09076472,0.07059478,0,7240,702.8823,1775.4297,3152150.5,0,0,0,0,1,0,0,0,0,746.8125,39.333332,1656.4286,9,354,7,11595,251,235,1,32,4376.0,0.0,4376,4376,99000000.0,0.0,99000000,99000000
63604,5168,2,0,6,0,6,0,3.0,4.2426405,0,0,0.0,0.0,1160.9907,386.99692,5168.0,0.0,5168,5168,5168,5168.0,0.0,5168,5168,0,0.0,0.0,0,0,0,0,52,0,386.99692,0.0,0,6,2.0,3.4641016,12.0,0,0,0,0,1,0,0,0,0,3.0,3.0,0.0,2,6,0,0,104,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,46167121,8,8,710,345,674,0,88.75,236.48604,309,0,43.125,107.45024,22.85176,0.34656698,3077808.0,4614089.0,10200000,43,40800000,5829619.5,5401985.0,10200000,164,46200000,6593123.0,4788142.0,10200000,15567,0,0,180,172,0.17328349,0.17328349,0,674,62.058823,174.05405,30294.809,0,0,0,1,0,0,0,0,1,65.9375,88.75,43.125,8,710,8,345,29200,30,7,20,58670.25,72706.62,166536,15022,10100000.0,100687.8,10200000,10000000
5555,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.336,41666.668,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,48,0,41666.668,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0
55628,29,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,413793.1,68965.516,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,34482.758,34482.758,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,1,6,1,6,118,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,35065116,2,2,111,191,63,48,55.5,10.606602,115,76,95.5,27.577164,8.612548,0.114073485,11700000.0,20000000.0,34800000,49982,35000000,35000000.0,0.0,35000000,35000000,34900000,34900000.0,0.0,34900000,34900000,0,0,52,40,0.057036743,0.057036743,48,115,73.0,25.48529,649.5,0,0,0,0,0,0,0,0,1,91.25,55.5,95.5,2,111,2,191,-1,-1,1,20,208387.0,0.0,208387,208387,34800000.0,0.0,34800000,34800000
